- - - - - System information - - - - -
Page Size: 256 bytes
Number of Frames: 64
TLB Size: 16 entries
Physical Memory Size: 16 KB
- - - - - - - - - - -

Virtual Address: 30338, Physical Address: 130, Value: 29
Virtual Address: 38515, Physical Address: 4294967155, Value: 0
Virtual Address: 62738, Physical Address: 4294967058, Value: 0
Virtual Address: 56066, Physical Address: 4294967042, Value: 0
Virtual Address: 21940, Physical Address: 4294967220, Value: 1
Virtual Address: 7823, Physical Address: 4294967183, Value: 0
Virtual Address: 51361, Physical Address: 4294967201, Value: 0
Virtual Address: 55625, Physical Address: 4294967113, Value: 0
Virtual Address: 32285, Physical Address: 4294967069, Value: 0
Virtual Address: 42565, Physical Address: 4294967109, Value: 1
Virtual Address: 22794, Physical Address: 4294967050, Value: 0
Virtual Address: 23828, Physical Address: 13332, Value: 0
Virtual Address: 39666, Physical Address: 4294967282, Value: 0
Virtual Address: 8167, Physical Address: 4294967271, Value: 0
Virtual Address: 56759, Physical Address: 4294967223, Value: 0
Virtual Address: 37590, Physical Address: 4294967254, Value: 0
Virtual Address: 50432, Physical Address: 4294967040, Value: 0
Virtual Address: 45062, Physical Address: 4294967046, Value: 0
Virtual Address: 17090, Physical Address: 4294967234, Value: 0
Virtual Address: 4023, Physical Address: 4294967223, Value: 0
Virtual Address: 50272, Physical Address: 4294967136, Value: 0
Virtual Address: 29143, Physical Address: 4294967255, Value: 0
Virtual Address: 30026, Physical Address: 4294967114, Value: 0
Virtual Address: 34681, Physical Address: 4294967161, Value: 0
Virtual Address: 36857, Physical Address: 4294967289, Value: 0
Virtual Address: 24360, Physical Address: 4294967080, Value: 0
Virtual Address: 48054, Physical Address: 4294967222, Value: 0
Virtual Address: 57392, Physical Address: 4294967088, Value: 0
Virtual Address: 12753, Physical Address: 4294967249, Value: 0
Virtual Address: 32109, Physical Address: 4294967149, Value: 1
Virtual Address: 9558, Physical Address: 4294967126, Value: 0
Virtual Address: 22825, Physical Address: 4294967081, Value: 0
Virtual Address: 7501, Physical Address: 4294967117, Value: 0
Virtual Address: 40794, Physical Address: 4294967130, Value: 0
Virtual Address: 52551, Physical Address: 4294967111, Value: 0
Virtual Address: 48459, Physical Address: 4294967115, Value: 0
Virtual Address: 9965, Physical Address: 4294967277, Value: 0
Virtual Address: 16628, Physical Address: 4294967284, Value: 1
Virtual Address: 34507, Physical Address: 4294967243, Value: 0
Virtual Address: 3943, Physical Address: 4294967143, Value: 0
Virtual Address: 52364, Physical Address: 12940, Value: 0
Virtual Address: 45600, Physical Address: 4294967072, Value: 0
Virtual Address: 64756, Physical Address: 4294967284, Value: 1
Virtual Address: 25824, Physical Address: 15584, Value: 0
Virtual Address: 50697, Physical Address: 4294967049, Value: 0
Virtual Address: 20199, Physical Address: 16359, Value: 185
Virtual Address: 14962, Physical Address: 4294967154, Value: 0
Virtual Address: 34076, Physical Address: 4294967068, Value: 0
Virtual Address: 59151, Physical Address: 4294967055, Value: 0
Virtual Address: 6516, Physical Address: 4294967156, Value: 1
Virtual Address: 15334, Physical Address: 4294967270, Value: 0
Virtual Address: 39731, Physical Address: 4294967091, Value: 0
Virtual Address: 61864, Physical Address: 4294967208, Value: 0
Virtual Address: 11561, Physical Address: 4294967081, Value: 0
Virtual Address: 29839, Physical Address: 4294967183, Value: 0
Virtual Address: 60874, Physical Address: 4294967242, Value: 0
Virtual Address: 15786, Physical Address: 4294967210, Value: 0
Virtual Address: 27716, Physical Address: 4294967108, Value: 1
Virtual Address: 47483, Physical Address: 4294967163, Value: 0
Virtual Address: 41468, Physical Address: 4294967292, Value: 0
Virtual Address: 37294, Physical Address: 4294967214, Value: 0
Virtual Address: 24659, Physical Address: 4294967123, Value: 0
Virtual Address: 22115, Physical Address: 4294967139, Value: 0
Virtual Address: 19515, Physical Address: 4294967099, Value: 0
Virtual Address: 24509, Physical Address: 4294967229, Value: 0
Virtual Address: 38985, Physical Address: 4294967113, Value: 0
Virtual Address: 8268, Physical Address: 4294967116, Value: 0
Virtual Address: 58370, Physical Address: 4294967042, Value: 0
Virtual Address: 26463, Physical Address: 4294967135, Value: 0
Virtual Address: 58766, Physical Address: 4294967182, Value: 0
Virtual Address: 43147, Physical Address: 13195, Value: 34
Virtual Address: 46831, Physical Address: 4294967279, Value: 0
Virtual Address: 35156, Physical Address: 4294967124, Value: 0
Virtual Address: 36420, Physical Address: 4294967108, Value: 1
Virtual Address: 6711, Physical Address: 4294967095, Value: 0
Virtual Address: 63299, Physical Address: 4294967107, Value: 0
Virtual Address: 16725, Physical Address: 4294967125, Value: 0
Virtual Address: 57639, Physical Address: 4294967079, Value: 0
Virtual Address: 27317, Physical Address: 4294967221, Value: 1
Virtual Address: 49362, Physical Address: 4294967250, Value: 0
Virtual Address: 59406, Physical Address: 4294967054, Value: 0
Virtual Address: 2570, Physical Address: 4294967050, Value: 0
Virtual Address: 10896, Physical Address: 4294967184, Value: 0
Virtual Address: 55796, Physical Address: 4294967284, Value: 1
Virtual Address: 14488, Physical Address: 4294967192, Value: 0
Virtual Address: 40874, Physical Address: 4294967210, Value: 0
Virtual Address: 62251, Physical Address: 4294967083, Value: 0
Virtual Address: 19276, Physical Address: 15692, Value: 0
Virtual Address: 52083, Physical Address: 4294967155, Value: 0
Virtual Address: 50578, Physical Address: 4294967186, Value: 0
Virtual Address: 56149, Physical Address: 4294967125, Value: 0
Virtual Address: 46739, Physical Address: 4294967187, Value: 0
Virtual Address: 8920, Physical Address: 4294967256, Value: 0
Virtual Address: 18159, Physical Address: 4294967279, Value: 0
Virtual Address: 6447, Physical Address: 4294967087, Value: 0
Virtual Address: 38736, Physical Address: 4294967120, Value: 0
Virtual Address: 52031, Physical Address: 4294967103, Value: 0
Virtual Address: 4426, Physical Address: 4294967114, Value: 0
Virtual Address: 32412, Physical Address: 4294967196, Value: 0
Virtual Address: 17521, Physical Address: 4294967153, Value: 0
Virtual Address: 52542, Physical Address: 4294967102, Value: 0
Virtual Address: 13644, Physical Address: 4294967116, Value: 0
Virtual Address: 34699, Physical Address: 4294967179, Value: 0
Virtual Address: 15205, Physical Address: 4294967141, Value: 0
Virtual Address: 52361, Physical Address: 12937, Value: 0
Virtual Address: 32053, Physical Address: 4294967093, Value: 0
Virtual Address: 61821, Physical Address: 4294967165, Value: 1
Virtual Address: 54819, Physical Address: 4294967075, Value: 0
Virtual Address: 42027, Physical Address: 4294967083, Value: 0
Virtual Address: 21154, Physical Address: 4294967202, Value: 0
Virtual Address: 452, Physical Address: 16068, Value: 0
Virtual Address: 21739, Physical Address: 4294967275, Value: 0
Virtual Address: 46045, Physical Address: 4294967261, Value: 0
Virtual Address: 65132, Physical Address: 4294967148, Value: 1
Virtual Address: 34520, Physical Address: 4294967256, Value: 0
Virtual Address: 21257, Physical Address: 4294967049, Value: 0
Virtual Address: 961, Physical Address: 4294967233, Value: 0
Virtual Address: 49934, Physical Address: 4294967054, Value: 0
Virtual Address: 1236, Physical Address: 4294967252, Value: 0
Virtual Address: 27175, Physical Address: 4294967079, Value: 0
Virtual Address: 47628, Physical Address: 4294967052, Value: 0
Virtual Address: 64907, Physical Address: 14731, Value: 98
Virtual Address: 4115, Physical Address: 4294967059, Value: 0
Virtual Address: 23449, Physical Address: 4294967193, Value: 0
Virtual Address: 15671, Physical Address: 4294967095, Value: 0
Virtual Address: 63147, Physical Address: 4294967211, Value: 0
Virtual Address: 36250, Physical Address: 4294967194, Value: 0
Virtual Address: 10733, Physical Address: 4294967277, Value: 0
Virtual Address: 44434, Physical Address: 4294967186, Value: 0
Virtual Address: 54273, Physical Address: 4294967041, Value: 0
Virtual Address: 10327, Physical Address: 14935, Value: 21
Virtual Address: 36724, Physical Address: 4294967156, Value: 1
Virtual Address: 39208, Physical Address: 4294967080, Value: 0
Virtual Address: 28322, Physical Address: 4294967202, Value: 0
Virtual Address: 28275, Physical Address: 4294967155, Value: 0
Virtual Address: 17917, Physical Address: 4294967293, Value: 0
Virtual Address: 27874, Physical Address: 4294967266, Value: 0
Virtual Address: 51452, Physical Address: 4294967292, Value: 0
Virtual Address: 33464, Physical Address: 4294967224, Value: 0
Virtual Address: 1128, Physical Address: 4294967144, Value: 3
Virtual Address: 53323, Physical Address: 4294967115, Value: 0
Virtual Address: 25969, Physical Address: 4294967153, Value: 0
Virtual Address: 61154, Physical Address: 15330, Value: 59
Virtual Address: 25165, Physical Address: 4294967117, Value: 0
Virtual Address: 18821, Physical Address: 4294967173, Value: 0
Virtual Address: 61945, Physical Address: 4294967289, Value: 0
Virtual Address: 35285, Physical Address: 4294967253, Value: 0
Virtual Address: 38952, Physical Address: 4294967080, Value: 0
Virtual Address: 17097, Physical Address: 4294967241, Value: 0
Virtual Address: 50908, Physical Address: 4294967260, Value: 0
Virtual Address: 29600, Physical Address: 4294967200, Value: 0
Virtual Address: 47468, Physical Address: 4294967148, Value: 1
Virtual Address: 13023, Physical Address: 4294967263, Value: 0
Virtual Address: 50446, Physical Address: 4294967054, Value: 0
Virtual Address: 33503, Physical Address: 4294967263, Value: 0
Virtual Address: 4172, Physical Address: 4294967116, Value: 0
Virtual Address: 7075, Physical Address: 4294967203, Value: 0
Virtual Address: 6011, Physical Address: 4294967163, Value: 0
Virtual Address: 54132, Physical Address: 4294967156, Value: 1
Virtual Address: 23426, Physical Address: 4294967170, Value: 0
Virtual Address: 3381, Physical Address: 14133, Value: 0
Virtual Address: 63349, Physical Address: 4294967157, Value: 1
Virtual Address: 43761, Physical Address: 4294967281, Value: 0
Virtual Address: 573, Physical Address: 4294967101, Value: 1
Virtual Address: 45137, Physical Address: 4294967121, Value: 0
Virtual Address: 38122, Physical Address: 4294967274, Value: 0
Virtual Address: 11145, Physical Address: 4294967177, Value: 0
Virtual Address: 62375, Physical Address: 4294967207, Value: 0
Virtual Address: 30553, Physical Address: 4294967129, Value: 0
Virtual Address: 40664, Physical Address: 4294967256, Value: 0
Virtual Address: 53350, Physical Address: 4294967142, Value: 0
Virtual Address: 10216, Physical Address: 4294967272, Value: 0
Virtual Address: 58328, Physical Address: 4294967256, Value: 0
Virtual Address: 44447, Physical Address: 4294967199, Value: 0
Virtual Address: 21827, Physical Address: 4294967107, Value: 0
Virtual Address: 56609, Physical Address: 4294967073, Value: 0
Virtual Address: 42240, Physical Address: 4294967040, Value: 0
Virtual Address: 5953, Physical Address: 4294967105, Value: 0
Virtual Address: 21460, Physical Address: 4294967252, Value: 0
Virtual Address: 61836, Physical Address: 4294967180, Value: 1
Virtual Address: 25468, Physical Address: 4294967164, Value: 1
Virtual Address: 15419, Physical Address: 4294967099, Value: 0
Virtual Address: 547, Physical Address: 4294967075, Value: 0
Virtual Address: 63290, Physical Address: 4294967098, Value: 0
Virtual Address: 410, Physical Address: 16026, Value: 0
Virtual Address: 40911, Physical Address: 4294967247, Value: 0
Virtual Address: 49493, Physical Address: 4294967125, Value: 0
Virtual Address: 56632, Physical Address: 4294967096, Value: 27
Virtual Address: 51701, Physical Address: 4294967285, Value: 1
Virtual Address: 45859, Physical Address: 4294967075, Value: 0
Virtual Address: 7355, Physical Address: 4294967227, Value: 0
Virtual Address: 14612, Physical Address: 4294967060, Value: 0
Virtual Address: 59018, Physical Address: 4294967178, Value: 0
Virtual Address: 20516, Physical Address: 4294967076, Value: 0
Virtual Address: 28673, Physical Address: 4294967041, Value: 0
Virtual Address: 45302, Physical Address: 4294967286, Value: 0
Virtual Address: 21476, Physical Address: 4294967268, Value: 0
Virtual Address: 58196, Physical Address: 4294967124, Value: 0
Virtual Address: 25721, Physical Address: 15481, Value: 0
Virtual Address: 6580, Physical Address: 4294967220, Value: 1
Virtual Address: 13457, Physical Address: 4294967185, Value: 0
Virtual Address: 34976, Physical Address: 4294967200, Value: 0
Virtual Address: 32819, Physical Address: 12595, Value: 12
Virtual Address: 37426, Physical Address: 4294967090, Value: 0
Virtual Address: 22643, Physical Address: 4294967155, Value: 0
Virtual Address: 12260, Physical Address: 12516, Value: 0
Virtual Address: 46621, Physical Address: 4294967069, Value: 0
Virtual Address: 33472, Physical Address: 4294967232, Value: 17
Virtual Address: 9336, Physical Address: 4294967160, Value: 48
Virtual Address: 58671, Physical Address: 4294967087, Value: 0
Virtual Address: 42953, Physical Address: 4294967241, Value: 0
Virtual Address: 36179, Physical Address: 4294967123, Value: 0
Virtual Address: 46872, Physical Address: 4294967064, Value: 0
Virtual Address: 15842, Physical Address: 4294967266, Value: 0
Virtual Address: 40488, Physical Address: 4294967080, Value: 0
Virtual Address: 41988, Physical Address: 4294967044, Value: 0
Virtual Address: 58492, Physical Address: 4294967164, Value: 1
Virtual Address: 34167, Physical Address: 4294967159, Value: 0
Virtual Address: 6049, Physical Address: 4294967201, Value: 0
Virtual Address: 60030, Physical Address: 4294967166, Value: 0
Virtual Address: 20001, Physical Address: 16161, Value: 0
Virtual Address: 40887, Physical Address: 4294967223, Value: 0
Virtual Address: 19110, Physical Address: 4294967206, Value: 0
Virtual Address: 61790, Physical Address: 4294967134, Value: 0
Virtual Address: 4710, Physical Address: 4294967142, Value: 0
Virtual Address: 49454, Physical Address: 4294967086, Value: 0
Virtual Address: 15238, Physical Address: 4294967174, Value: 0
Virtual Address: 27997, Physical Address: 4294967133, Value: 0
Virtual Address: 8828, Physical Address: 4294967164, Value: 1
Virtual Address: 30557, Physical Address: 4294967133, Value: 0
Virtual Address: 25225, Physical Address: 4294967177, Value: 0
Virtual Address: 45190, Physical Address: 4294967174, Value: 0
Virtual Address: 9680, Physical Address: 4294967248, Value: 0
Virtual Address: 2258, Physical Address: 4294967250, Value: 0
Virtual Address: 30242, Physical Address: 4294967074, Value: 0
Virtual Address: 64256, Physical Address: 4294967040, Value: 0
Virtual Address: 13402, Physical Address: 4294967130, Value: 0
Virtual Address: 44745, Physical Address: 4294967241, Value: 0
Virtual Address: 60672, Physical Address: 4294967040, Value: 0
Virtual Address: 53714, Physical Address: 4294967250, Value: 0
